Gender,Surface,Winner,Loser,WRank,LRank,WPts,LPts
Male,Clay,Montanes A.,Mayer L.,61,77,785,676
Male,Clay,Gulbis E.,Tursunov D.,19,32,1890,1155
Male,Clay,Delbonis F.,Isner J.,45,11,1004,2600
Male,Clay,Simon G.,Berlocq C.,30,48,1180,950
Male,Clay,Gulbis E.,Montanes A.,19,61,1890,785
Male,Clay,Delbonis F.,Simon G.,45,30,1004,1180
Male,Clay,Gulbis E.,Delbonis F.,19,45,1890,1004
Male,Clay,Raonic M.,Kyrgios N.,9,160,2975,350
Male,Clay,Youzhny M.,Carreno-Busta P.,16,68,2065,729
Male,Clay,Nedovyesov A.,Devvarman S.,101,96,591,595
Male,Clay,Nieminen J.,Przysiezny M.,60,102,790,572
Male,Clay,Stepanek R.,Arguello F.,43,114,1040,512
Male,Clay,Federer R.,Lacko L.,4,87,5125,617
Male,Clay,Berdych T.,Polansky P.,6,135,4330,421
Male,Clay,Schwartzman D.,Elias G.,109,178,533,294
Male,Clay,Janowicz J.,Estrella Burgos V.,23,100,1510,592
Male,Clay,Isner J.,Herbert P.H.,11,130,2600,431
Male,Clay,Tsonga J.W.,Roger-Vasselin E.,14,51,2315,895
Male,Clay,Tursunov D.,Starace P.,32,176,1155,304
Male,Clay,Querrey S.,Volandri F.,67,99,730,592
Male,Clay,Dolgopolov O.,Ramos A.,21,115,1645,511
Male,Clay,Chardy J.,Gimeno-Traver D.,42,94,1060,599
Male,Clay,Paire B.,Falla A.,61,70,760,713
Male,Clay,Haase R.,Davydenko N.,50,92,910,610
Male,Clay,Kukushkin M.,Mahut N.,54,40,859,1067
Male,Clay,Kamke T.,Mecir M.,106,211,547,233
Male,Clay,Vesely J.,Rosol L.,81,52,641,885
Male,Clay,Cilic M.,Andujar P.,26,78,1410,661
Male,Clay,Klizan M.,Nishikori K.,59,10,795,2815
Male,Clay,De Schepper K.,Montanes A.,72,86,704,625
Male,Clay,Robredo T.,Ward J.,19,168,1900,326
Male,Clay,Djokovic N.,Sousa J.,2,44,11850,1039
Male,Clay,Granollers M.,Dodig I.,229,36,210,1100
Male,Clay,Melzer J.,Goffin D.,56,105,835,548
Male,Clay,Gonzalez A.,Russell M.,77,98,675,593
Male,Clay,Simon G.,Pavic A.,30,177,1225,303
Male,Clay,Bagnis F.,Benneteau J.,143,45,398,1035
Male,Clay,Gabashvili T.,Pospisil V.,58,31,798,1170
Male,Clay,Lopez F.,Dzumhur D.,27,129,1395,431
Male,Clay,Bautista R.,Lorenzi P.,29,88,1330,615
Male,Clay,Bellucci T.,Becker B.,108,69,540,713
Male,Clay,Nadal R.,Ginepri R.,1,279,12500,169
Male,Clay,Gulbis E.,Kubot L.,17,63,2050,748
Male,Clay,Fognini F.,Beck A.,15,51,2155,1120
Male,Clay,Mayer L.,Duckworth J.,65,165,733,331
Male,Clay,Mannarino A.,Lu Y.H.,89,48,612,968
Male,Clay,Thiem D.,Mathieu P.H.,57,90,812,611
Male,Clay,Young D.,Sela D.,79,110,647,531
Male,Clay,Garcia-Lopez G.,Wawrinka S.,41,3,1063,5830
Male,Clay,Karlovic I.,Dimitrov G.,37,12,1097,2515
Male,Clay,Berlocq C.,Hewitt L.,47,46,975,1030
Male,Clay,Michon A.,Klahn B.,206,71,238,705
Male,Clay,Seppi A.,Giraldo S.,33,35,1150,1118
Male,Clay,Ferrer D.,Sijsling I.,5,55,5030,840
Male,Clay,Kohlschreiber P.,Riba P.,24,84,1485,629
Male,Clay,Istomin D.,Stakhovsky S.,49,93,915,600
Male,Clay,Monaco J.,Pouille L.,76,190,675,268
Male,Clay,Anderson K.,Robert S.,20,74,1710,695
Male,Clay,Haider-Maurer A.,Brands D.,104,131,553,430
Male,Clay,Gasquet R.,Tomic B.,13,80,2445,646
Male,Clay,Bolelli S.,Arnaboldi A.,150,173,385,307
Male,Clay,Lajovic D.,Delbonis F.,83,34,632,1138
Male,Clay,Cuevas P.,Ebden M.,136,73,416,700
Male,Clay,Zopp J.,Haas T.,335,18,133,2005
Male,Clay,Sock J.,Almagro N.,75,22,678,1620
Male,Clay,Murray A.,Golubev A.,8,53,4120,862
Male,Clay,Verdasco F.,Llodra M.,25,153,1420,370
Male,Clay,Monfils G.,Hanescu V.,28,85,1390,626
Male,Clay,Matosevic M.,Brown D.,66,82,732,633
Male,Clay,Struff J.L.,Olivetti A.,62,161,753,340
Male,Clay,Johnson S.,Lokoli L.,64,406,748,104
Male,Clay,Gulbis E.,Bagnis F.,17,143,2050,398
Male,Clay,Granollers M.,Dolgopolov O.,229,21,210,1645
Male,Clay,Bautista R.,Paire B.,29,61,1330,760
Male,Clay,Stepanek R.,Youzhny M.,43,16,1040,2065
Male,Clay,Simon G.,Gonzalez A.,30,77,1225,675
Male,Clay,Tursunov D.,Querrey S.,32,67,1155,730
Male,Clay,Berdych T.,Nedovyesov A.,6,101,4330,591
Male,Clay,Klizan M.,Haase R.,59,50,795,910
Male,Clay,Djokovic N.,Chardy J.,2,42,11850,1060
Male,Clay,Cilic M.,Kamke T.,26,106,1410,547
Male,Clay,Raonic M.,Vesely J.,9,81,2975,641
Male,Clay,Federer R.,Schwartzman D.,4,109,5125,533
Male,Clay,Robredo T.,De Schepper K.,19,72,1900,704
Male,Clay,Tsonga J.W.,Melzer J.,14,56,2315,835
Male,Clay,Janowicz J.,Nieminen J.,23,60,1510,790
Male,Clay,Isner J.,Kukushkin M.,11,54,2600,859
Male,Clay,Ferrer D.,Bolelli S.,5,150,5030,385
Male,Clay,Karlovic I.,Haider-Maurer A.,37,104,1097,553
Male,Clay,Anderson K.,Michon A.,20,206,1710,238
Male,Clay,Young D.,Lopez F.,79,27,647,1395
Male,Clay,Garcia-Lopez G.,Mannarino A.,41,89,1063,612
Male,Clay,Mayer L.,Gabashvili T.,65,58,733,798
Male,Clay,Nadal R.,Thiem D.,1,57,12500,812
Male,Clay,Seppi A.,Monaco J.,33,76,1150,675
Male,Clay,Lajovic D.,Zopp J.,83,335,632,133
Male,Clay,Gasquet R.,Berlocq C.,13,47,2445,975
Male,Clay,Kohlschreiber P.,Istomin D.,24,49,1485,915
Male,Clay,Murray A.,Matosevic M.,8,66,4120,732
Male,Clay,Sock J.,Johnson S.,75,64,678,748
Male,Clay,Verdasco F.,Cuevas P.,25,136,1420,416
Male,Clay,Fognini F.,Bellucci T.,15,108,2155,540
Male,Clay,Monfils G.,Struff J.L.,28,62,1390,753
Male,Clay,Gulbis E.,Stepanek R.,17,43,2050,1040
Male,Clay,Federer R.,Tursunov D.,4,32,5125,1155
Male,Clay,Djokovic N.,Cilic M.,2,26,11850,1410
Male,Clay,Isner J.,Robredo T.,11,19,2600,1900
Male,Clay,Berdych T.,Bautista R.,6,29,4330,1330
Male,Clay,Tsonga J.W.,Janowicz J.,14,23,2315,1510
Male,Clay,Raonic M.,Simon G.,9,30,2975,1225
Male,Clay,Lajovic D.,Sock J.,83,75,632,678
Male,Clay,Ferrer D.,Seppi A.,5,33,5030,1150
Male,Clay,Anderson K.,Karlovic I.,20,37,1710,1097
Male,Clay,Granollers M.,Klizan M.,229,59,210,795
Male,Clay,Monfils G.,Fognini F.,28,15,1390,2155
Male,Clay,Nadal R.,Mayer L.,1,65,12500,733
Male,Clay,Garcia-Lopez G.,Young D.,41,79,1063,647
Male,Clay,Verdasco F.,Gasquet R.,25,13,1420,2445
Male,Clay,Murray A.,Kohlschreiber P.,8,24,4120,1485
Male,Clay,Berdych T.,Isner J.,6,11,4330,2600
Male,Clay,Gulbis E.,Federer R.,17,4,2050,5125
Male,Clay,Raonic M.,Granollers M.,9,229,2975,210
Male,Clay,Djokovic N.,Tsonga J.W.,2,14,11850,2315
Male,Clay,Ferrer D.,Anderson K.,5,20,5030,1710
Male,Clay,Nadal R.,Lajovic D.,1,83,12500,632
Male,Clay,Murray A.,Verdasco F.,8,25,4120,1420
Male,Clay,Monfils G.,Garcia-Lopez G.,28,41,1390,1063
Male,Clay,Djokovic N.,Raonic M.,2,9,11850,2975
Male,Clay,Gulbis E.,Berdych T.,17,6,2050,4330
Male,Clay,Murray A.,Monfils G.,8,28,4120,1390
Male,Clay,Nadal R.,Ferrer D.,1,5,12500,5030
Male,Clay,Djokovic N.,Gulbis E.,2,17,11850,2050
Male,Clay,Nadal R.,Murray A.,1,8,12500,4120
Male,Clay,Nadal R.,Djokovic N.,1,2,12500,11850
Male,Grass,Kohlschreiber P.,Seppi A.,27,34,1395,1150
Male,Grass,Gojowczyk P.,Przysiezny M.,120,112,493,512
Male,Grass,Herbert P.H.,Janowicz J.,135,24,423,1510
Male,Grass,Brown D.,Kuznetsov An.,85,111,633,515
Male,Grass,Sousa J.,Struff J.L.,47,64,940,763
Male,Grass,Haase R.,Gasquet R.,52,14,865,2355
Male,Grass,Lu Y.H.,Pavic M.,48,515,933,67
Male,Grass,Falla A.,Kubot L.,69,68,713,713
Male,Grass,Karlovic I.,Youzhny M.,33,16,1177,1930
Male,Grass,Gabashvili T.,Marchenko I.,61,180,798,286
Male,Grass,Johnson S.,Olivetti A.,63,161,767,339
Male,Grass,Monfils G.,Becker B.,20,79,1660,678
Male,Grass,Kohlschreiber P.,Herbert P.H.,27,135,1395,423
Male,Grass,Falla A.,Haase R.,69,52,713,865
Male,Grass,Nishikori K.,Monfils G.,12,20,2645,1660
Male,Grass,Gojowczyk P.,Raonic M.,120,9,493,3245
Male,Grass,Federer R.,Sousa J.,4,47,4945,940
Male,Grass,Lu Y.H.,Karlovic I.,48,33,933,1177
Male,Grass,Johnson S.,Gabashvili T.,63,61,767,798
Male,Grass,Brown D.,Nadal R.,85,1,633,12500
Male,Grass,Falla A.,Gojowczyk P.,69,120,713,493
Male,Grass,Kohlschreiber P.,Brown D.,27,85,1395,633
Male,Grass,Nishikori K.,Johnson S.,12,63,2645,767
Male,Grass,Federer R.,Lu Y.H.,4,48,4945,933
Male,Grass,Falla A.,Kohlschreiber P.,69,27,713,1395
Male,Grass,Federer R.,Nishikori K.,4,12,4945,2645
Male,Grass,Federer R.,Falla A.,4,69,4945,713
Male,Grass,Tomic B.,Smyczek T.,82,106,646,548
Male,Grass,Ward J.,Rola B.,155,91,361,602
Male,Grass,Mathieu P.H.,Bedene A.,92,132,601,426
Male,Grass,Duckworth J.,Sela D.,167,107,331,541
Male,Grass,Evans D.,Melzer J.,139,51,414,870
Male,Grass,Querrey S.,Chardy J.,78,44,685,1015
Male,Grass,Kudla D.,Russell M.,122,97,463,593
Male,Grass,Mahut N.,Ilhan M.,40,149,1077,394
Male,Grass,Mannarino A.,Cox D.,83,214,640,225
Male,Grass,De Schepper K.,Devvarman S.,66,119,723,495
Male,Grass,Hewitt L.,Gimeno-Traver D.,43,99,1030,587
Male,Grass,Stakhovsky S.,Brands D.,93,130,600,430
Male,Grass,Lopez F.,Lajovic D.,29,76,1350,692
Male,Grass,Goffin D.,Thiem D.,105,55,548,851
Male,Grass,Nieminen J.,Paire B.,62,67,790,715
Male,Grass,Pospisil V.,Lorenzi P.,35,81,1145,658
Male,Grass,Tursunov D.,Sijsling I.,32,58,1200,818
Male,Grass,Roger-Vasselin E.,Donskoy E.,53,102,860,563
Male,Grass,Baghdatis M.,Klahn B.,118,72,505,707
Male,Grass,Estrella Burgos V.,Benneteau J.,95,46,596,955
Male,Grass,Istomin D.,Dustov F.,49,152,915,374
Male,Grass,Matosevic M.,Cilic M.,60,26,802,1410
Male,Grass,Stepanek R.,Kukushkin M.,42,50,1040,915
Male,Grass,Lacko L.,Ebden M.,89,86,617,620
Male,Grass,Anderson K.,Evans D.,18,139,1710,414
Male,Grass,Querrey S.,Kudla D.,78,122,685,463
Male,Grass,Dimitrov G.,Ward J.,13,155,2435,361
Male,Grass,Berdych T.,Duckworth J.,6,167,4680,331
Male,Grass,Mannarino A.,Estrella Burgos V.,83,95,640,596
Male,Grass,Lopez F.,Hewitt L.,29,43,1350,1030
Male,Grass,De Schepper K.,Gulbis E.,66,10,723,2725
Male,Grass,Stepanek R.,Tomic B.,42,82,1040,646
Male,Grass,Nieminen J.,Tursunov D.,62,32,790,1200
Male,Grass,Murray A.,Mathieu P.H.,5,92,4840,601
Male,Grass,Dolgopolov O.,Istomin D.,19,49,1680,915
Male,Grass,Stakhovsky S.,Pospisil V.,93,35,600,1145
Male,Grass,Wawrinka S.,Baghdatis M.,3,118,5480,505
Male,Grass,Roger-Vasselin E.,Mahut N.,53,40,860,1077
Male,Grass,Matosevic M.,Lacko L.,60,89,802,617
Male,Grass,Tsonga J.W.,Goffin D.,17,105,1775,548
Male,Grass,Berdych T.,Mannarino A.,6,83,4680,640
Male,Grass,Lopez F.,De Schepper K.,29,66,1350,723
Male,Grass,Anderson K.,Stakhovsky S.,18,93,1710,600
Male,Grass,Stepanek R.,Murray A.,42,5,1040,4840
Male,Grass,Dimitrov G.,Roger-Vasselin E.,13,53,2435,860
Male,Grass,Dolgopolov O.,Nieminen J.,19,62,1680,790
Male,Grass,Wawrinka S.,Querrey S.,3,78,5480,685
Male,Grass,Matosevic M.,Tsonga J.W.,60,17,802,1775
Male,Grass,Stepanek R.,Anderson K.,42,18,1040,1710
Male,Grass,Lopez F.,Berdych T.,29,6,1350,4680
Male,Grass,Dimitrov G.,Dolgopolov O.,13,19,2435,1680
Male,Grass,Wawrinka S.,Matosevic M.,3,60,5480,802
Male,Grass,Dimitrov G.,Wawrinka S.,13,3,2435,5480
Male,Grass,Lopez F.,Stepanek R.,29,42,1350,1040
Male,Grass,Dimitrov G.,Lopez F.,13,29,2435,1350
Male,Grass,Chardy J.,Karlovic I.,43,33,1015,1181
Male,Grass,Kamke T.,Evans D.,90,144,607,404
Male,Grass,Klizan M.,Delbonis F.,57,39,840,1099
Male,Grass,Istomin D.,Kukushkin M.,49,58,915,835
Male,Grass,Simon G.,Guccione C.,36,613,1135,45
Male,Grass,Tomic B.,Golubev A.,82,55,656,852
Male,Grass,Berlocq C.,Rola B.,44,91,1010,602
Male,Grass,Querrey S.,Edmund K.,77,284,685,165
Male,Grass,Benneteau J.,Lu Y.H.,47,45,945,958
Male,Grass,Roger-Vasselin E.,Kuznetsov An.,53,114,860,527
Male,Grass,Nieminen J.,Giraldo S.,63,37,790,1118
Male,Grass,Young D.,Ward J.,69,155,719,371
Male,Grass,Gasquet R.,Tomic B.,14,82,2310,656
Male,Grass,Roger-Vasselin E.,Nieminen J.,53,63,860,790
Male,Grass,Klizan M.,Young D.,57,69,840,719
Male,Grass,Istomin D.,Garcia-Lopez G.,49,31,915,1233
Male,Grass,Querrey S.,Estrella Burgos V.,77,92,685,600
Male,Grass,Benneteau J.,Simon G.,47,36,945,1135
Male,Grass,Chardy J.,Berlocq C.,43,44,1015,1010
Male,Grass,Lopez F.,Kamke T.,25,90,1455,607
Male,Grass,Gasquet R.,Klizan M.,14,57,2310,840
Male,Grass,Istomin D.,Roger-Vasselin E.,49,53,915,860
Male,Grass,Querrey S.,Benneteau J.,77,47,685,945
Male,Grass,Lopez F.,Chardy J.,25,43,1455,1015
Male,Grass,Gasquet R.,Istomin D.,14,49,2310,915
Male,Grass,Lopez F.,Querrey S.,25,77,1455,685
Male,Grass,Lopez F.,Gasquet R.,25,14,1455,2310
Male,Grass,Huta Galung J.,Nedovyesov A.,146,101,400,560
Male,Grass,Sela D.,Paire B.,107,70,541,715
Male,Grass,Pospisil V.,Lajovic D.,35,84,1145,650
Male,Grass,Lacko L.,Hanescu V.,87,103,617,552
Male,Grass,Johnson S.,De Schepper K.,68,67,722,723
Male,Grass,Tursunov D.,Klahn B.,32,73,1200,707
Male,Grass,De Bakker T.,Sijsling I.,143,60,405,818
Male,Grass,Ebden M.,Mannarino A.,86,80,618,660
Male,Grass,Becker B.,Granollers M.,83,30,653,1250
Male,Grass,Melzer J.,Falla A.,52,54,860,853
Male,Grass,Struff J.L.,Rosol L.,65,50,763,865
Male,Grass,Pavic M.,Gonzalez A.,475,74,79,705
Male,Grass,Verdasco F.,Mathieu P.H.,23,88,1555,611
Male,Grass,Sousa J.,Lorenzi P.,48,81,944,658
Male,Grass,Bautista R.,Gimeno-Traver D.,28,97,1375,587
Male,Grass,Mahut N.,Coppejans K.,41,205,1077,243
Male,Grass,De Bakker T.,Tursunov D.,143,32,405,1200
Male,Grass,Sousa J.,Pavic M.,48,475,944,79
Male,Grass,Melzer J.,Lacko L.,52,87,860,617
Male,Grass,Bautista R.,Ebden M.,28,86,1375,618
Male,Grass,Becker B.,Sela D.,83,107,653,541
Male,Grass,Verdasco F.,Huta Galung J.,23,146,1555,400
Male,Grass,Mahut N.,Johnson S.,41,68,1077,722
Male,Grass,Pospisil V.,Struff J.L.,35,65,1145,763
Male,Grass,Sousa J.,De Bakker T.,48,143,944,405
Male,Grass,Becker B.,Pospisil V.,83,35,653,1145
Male,Grass,Bautista R.,Mahut N.,28,41,1375,1077
Male,Grass,Melzer J.,Verdasco F.,52,23,860,1555
Male,Grass,Becker B.,Sousa J.,83,48,653,944
Male,Grass,Bautista R.,Melzer J.,28,52,1375,860
Male,Grass,Bautista R.,Becker B.,28,83,1375,653
Male,Grass,Gulbis E.,Zopp J.,10,272,2725,174
Male,Grass,Berdych T.,Hanescu V.,6,104,4680,552
Male,Grass,Simon G.,Kravchuk K.,44,221,1005,221
Male,Grass,Rola B.,Andujar P.,92,80,596,666
Male,Grass,Matosevic M.,Verdasco F.,58,24,827,1555
Male,Grass,Stakhovsky S.,Berlocq C.,90,43,610,1010
Male,Grass,Mayer L.,Seppi A.,64,36,784,1105
Male,Grass,Youzhny M.,Ward J.,16,154,1790,371
Male,Grass,Murray A.,Goffin D.,5,105,4680,548
Male,Grass,Wang J.,Gonzalez A.,147,76,397,705
Male,Grass,Chardy J.,Cox D.,42,214,1015,226
Male,Grass,Roger-Vasselin E.,Volandri F.,50,117,885,523
Male,Grass,Anderson K.,Bedene A.,18,140,1745,416
Male,Grass,Baghdatis M.,Brown D.,119,79,515,668
Male,Grass,Tomic B.,Donskoy E.,86,114,631,526
Male,Grass,Haase R.,Pospisil V.,53,33,865,1170
Male,Grass,Saville L.,Thiem D.,236,57,204,851
Male,Grass,Puetz T.,Gabashvili T.,251,61,191,798
Male,Grass,Dimitrov G.,Harrison R.,13,150,2595,386
Male,Grass,Ferrer D.,Carreno-Busta P.,7,60,4190,809
Male,Grass,Bautista R.,Johnson S.,23,70,1580,727
Male,Grass,Stepanek R.,Cuevas P.,38,112,1085,531
Male,Grass,Hernych J.,Kamke T.,285,87,165,629
Male,Grass,Cilic M.,Mathieu P.H.,29,89,1350,611
Male,Grass,Fognini F.,Kuznetsov Al.,15,148,2155,394
Male,Grass,Haider-Maurer A.,Edmund K.,95,320,589,145
Male,Grass,Djokovic N.,Golubev A.,2,56,12330,852
Male,Grass,Kuznetsov An.,Evans D.,118,143,519,404
Male,Grass,Dolgopolov O.,Groth S.,19,124,1680,471
Male,Grass,Becker B.,Young D.,65,69,783,732
Male,Grass,Granollers M.,Mahut N.,224,54,216,860
Male,Grass,Hewitt L.,Przysiezny M.,48,120,950,512
Male,Grass,Kudla D.,Ilhan M.,136,151,428,384
Male,Grass,Janowicz J.,Devvarman S.,25,125,1510,462
Male,Grass,Kyrgios N.,Robert S.,144,78,400,687
Male,Grass,Lajovic D.,Garcia-Lopez G.,84,34,650,1163
Male,Grass,Lu Y.H.,Nedovyesov A.,47,102,958,560
Male,Grass,Nishikori K.,De Schepper K.,12,73,2690,711
Male,Grass,Giraldo S.,Gimeno-Traver D.,35,96,1118,587
Male,Grass,Kubot L.,Struff J.L.,72,66,713,766
Male,Grass,Wawrinka S.,Sousa J.,3,41,5420,1030
Male,Grass,Tsonga J.W.,Melzer J.,17,49,1775,940
Male,Grass,Gasquet R.,Duckworth J.,14,161,2415,346
Male,Grass,Federer R.,Lorenzi P.,4,83,4945,653
Male,Grass,Dancevic F.,Karlovic I.,107,32,544,1181
Male,Grass,Rosol L.,Paire B.,52,71,865,715
Male,Grass,Lopez F.,Sugita Y.,26,145,1455,399
Male,Grass,Querrey S.,Klahn B.,67,75,755,707
Male,Grass,Nadal R.,Klizan M.,1,51,12500,865
Male,Grass,Raonic M.,Ebden M.,9,85,3245,632
Male,Grass,Kukushkin M.,Sela D.,63,101,787,561
Male,Grass,Pavic A.,Falla A.,163,55,345,853
Male,Grass,Sock J.,Herbert P.H.,77,130,698,447
Male,Grass,Muller G.,Benneteau J.,103,46,555,970
Male,Grass,Bolelli S.,Ito T.,132,129,445,448
Male,Grass,Isner J.,Smethurst D.,11,234,2690,205
Male,Grass,Monfils G.,Jaziri M.,21,121,1635,510
Male,Grass,Istomin D.,Tursunov D.,45,31,985,1200
Male,Grass,Nieminen J.,Delbonis F.,62,37,790,1099
Male,Grass,Vesely J.,Estrella Burgos V.,68,91,741,600
Male,Grass,Reister J.,Russell M.,110,94,535,593
Male,Grass,Mannarino A.,Riba P.,81,82,664,662
Male,Grass,Kohlschreiber P.,Sijsling I.,28,59,1440,818
Male,Grass,Robredo T.,Lacko L.,22,88,1630,629
Male,Grass,Anderson K.,Roger-Vasselin E.,18,50,1745,885
Male,Grass,Chardy J.,Matosevic M.,42,58,1015,827
Male,Grass,Stakhovsky S.,Gulbis E.,90,10,610,2725
Male,Grass,Murray A.,Rola B.,5,92,4680,596
Male,Grass,Dolgopolov O.,Becker B.,19,65,1680,783
Male,Grass,Mayer L.,Baghdatis M.,64,119,784,515
Male,Grass,Fognini F.,Puetz T.,15,251,2155,191
Male,Grass,Dimitrov G.,Saville L.,13,236,2595,204
Male,Grass,Bautista R.,Hernych J.,23,285,1580,165
Male,Grass,Kuznetsov An.,Ferrer D.,118,7,519,4190
Male,Grass,Cilic M.,Haider-Maurer A.,29,95,1350,589
Male,Grass,Berdych T.,Tomic B.,6,86,4680,631
Male,Grass,Djokovic N.,Stepanek R.,2,38,12330,1085
Male,Grass,Wang J.,Youzhny M.,147,16,397,1790
Male,Grass,Simon G.,Haase R.,44,53,1005,865
Male,Grass,Bolelli S.,Kohlschreiber P.,132,28,445,1440
Male,Grass,Nishikori K.,Kudla D.,12,136,2690,428
Male,Grass,Vesely J.,Monfils G.,68,21,741,1635
Male,Grass,Kukushkin M.,Dancevic F.,63,107,787,544
Male,Grass,Kyrgios N.,Gasquet R.,144,14,400,2415
Male,Grass,Kubot L.,Lajovic D.,72,84,713,650
Male,Grass,Raonic M.,Sock J.,9,77,3245,698
Male,Grass,Nadal R.,Rosol L.,1,52,12500,865
Male,Grass,Robredo T.,Mannarino A.,22,81,1630,664
Male,Grass,Wawrinka S.,Lu Y.H.,3,47,5420,958
Male,Grass,Istomin D.,Reister J.,45,110,985,535
Male,Grass,Tsonga J.W.,Querrey S.,17,67,1775,755
Male,Grass,Isner J.,Nieminen J.,11,62,2690,790
Male,Grass,Federer R.,Muller G.,4,103,4945,555
Male,Grass,Lopez F.,Pavic A.,26,163,1455,345
Male,Grass,Giraldo S.,Granollers M.,35,224,1118,216
Male,Grass,Janowicz J.,Hewitt L.,25,48,1510,950
Male,Grass,Anderson K.,Fognini F.,18,15,1745,2155
Male,Grass,Djokovic N.,Simon G.,2,44,12330,1005
Male,Grass,Tsonga J.W.,Wang J.,17,147,1775,397
Male,Grass,Mayer L.,Kuznetsov An.,64,118,784,519
Male,Grass,Chardy J.,Stakhovsky S.,42,90,1015,610
Male,Grass,Dimitrov G.,Dolgopolov O.,13,19,2595,1680
Male,Grass,Murray A.,Bautista R.,5,23,4680,1580
Male,Grass,Cilic M.,Berdych T.,29,6,1350,4680
Male,Grass,Kyrgios N.,Vesely J.,144,68,400,741
Male,Grass,Raonic M.,Kubot L.,9,72,3245,713
Male,Grass,Nadal R.,Kukushkin M.,1,63,12500,787
Male,Grass,Federer R.,Giraldo S.,4,35,4945,1118
Male,Grass,Robredo T.,Janowicz J.,22,25,1630,1510
Male,Grass,Nishikori K.,Bolelli S.,12,132,2690,445
Male,Grass,Lopez F.,Isner J.,26,11,1455,2690
Male,Grass,Wawrinka S.,Istomin D.,3,45,5420,985
Male,Grass,Cilic M.,Chardy J.,29,42,1350,1015
Male,Grass,Dimitrov G.,Mayer L.,13,64,2595,784
Male,Grass,Murray A.,Anderson K.,5,18,4680,1745
Male,Grass,Djokovic N.,Tsonga J.W.,2,17,12330,1775
Male,Grass,Wawrinka S.,Lopez F.,3,26,5420,1455
Male,Grass,Federer R.,Robredo T.,4,22,4945,1630
Male,Grass,Raonic M.,Nishikori K.,9,12,3245,2690
Male,Grass,Kyrgios N.,Nadal R.,144,1,400,12500
Male,Grass,Dimitrov G.,Murray A.,13,5,2595,4680
Male,Grass,Djokovic N.,Cilic M.,2,29,12330,1350
Male,Grass,Federer R.,Wawrinka S.,4,3,4945,5420
Male,Grass,Raonic M.,Kyrgios N.,9,144,3245,400
Male,Grass,Djokovic N.,Dimitrov G.,2,13,12330,2595
Male,Grass,Federer R.,Raonic M.,4,9,4945,3245
Male,Grass,Djokovic N.,Federer R.,2,4,12330,4945
Male,Clay,Lajovic D.,Montanes A.,73,103,685,555
Male,Clay,Sousa J.,Riba P.,40,93,1020,592
Male,Clay,Lorenzi P.,Eriksson M.,80,399,634,109
Male,Clay,Cuevas P.,Chardy J.,111,35,541,1105
Male,Clay,Hanescu V.,Andujar P.,104,75,552,666
Male,Clay,Ramos A.,Vesely J.,89,67,604,756
Male,Clay,Lindell C.,Cervantes I.,402,363,108,121
Male,Clay,Carreno-Busta P.,Brown D.,62,100,799,563
Male,Clay,Albot R.,De Schepper K.,229,110,212,541
Male,Clay,Ymer E.,Kukushkin M.,310,52,146,877
Male,Clay,Berlocq C.,Reister J.,41,122,1010,500
Male,Clay,Olivo R.,Mathieu P.H.,282,77,165,643
Male,Clay,Lajovic D.,Janowicz J.,73,51,685,880
Male,Clay,Sousa J.,Ymer E.,40,310,1020,146
Male,Clay,Cuevas P.,Lindell C.,111,402,541,108
Male,Clay,Olivo R.,Robredo T.,282,18,165,1720
Male,Clay,Carreno-Busta P.,Lorenzi P.,62,80,799,634
Male,Clay,Verdasco F.,Ramos A.,29,89,1205,604
Male,Clay,Ferrer D.,Hanescu V.,7,104,3875,552
Male,Clay,Berlocq C.,Albot R.,41,229,1010,212
Male,Clay,Cuevas P.,Olivo R.,111,282,541,165
Male,Clay,Verdasco F.,Carreno-Busta P.,29,62,1205,799
Male,Clay,Berlocq C.,Ferrer D.,41,7,1010,3875
Male,Clay,Sousa J.,Lajovic D.,40,73,1020,685
Male,Clay,Cuevas P.,Verdasco F.,111,29,541,1205
Male,Clay,Sousa J.,Berlocq C.,40,41,1020,1010
Male,Clay,Cuevas P.,Sousa J.,111,40,541,1020
Male,Grass,Sela D.,Przysiezny M.,98,134,571,452
Male,Grass,Johnson S.,Thompson C.,69,2159,737,1
Male,Grass,Karlovic I.,Ginepri R.,31,275,1175,169
Male,Grass,Jaziri M.,Berankis R.,117,141,520,424
Male,Grass,Ito T.,Krueger M.,129,398,481,109
Male,Grass,Ram R.,Ebden M.,157,78,362,642
Male,Grass,Groth S.,Young D.,123,70,498,727
Male,Grass,Mahut N.,Arguello F.,59,119,825,510
Male,Grass,Saville L.,Polansky P.,184,133,274,457
Male,Grass,Stakhovsky S.,Dustov F.,88,142,610,421
Male,Grass,Mannarino A.,Wang J.,92,138,600,442
Male,Grass,Pavic A.,Copil M.,145,161,409,341
Male,Grass,Isner J.,Odesnik W.,12,216,2735,227
Male,Grass,Krajicek A.,Smyczek T.,208,107,239,548
Male,Grass,Hewitt L.,Harrison R.,43,144,950,411
Male,Grass,Sock J.,Kuznetsov Al.,76,149,663,394
Male,Grass,Groth S.,Jaziri M.,123,117,498,520
Male,Grass,Johnson S.,Ito T.,69,129,737,481
Male,Grass,Mahut N.,Saville L.,59,184,825,274
Male,Grass,Sock J.,Ram R.,76,157,663,362
