Gender,Surface,Winner,Loser,WRank,LRank,WPts,LPts
Male,Hard,Giraldo S.,Youzhny M.,31,47,1200,850
Male,Hard,Thiem D.,Dolgopolov O.,37,25,1024,1455
Male,Hard,Mannarino A.,Herbert P.H.,73,109,729,519
Male,Hard,Querrey S.,Janowicz J.,38,42,1020,995
Male,Hard,Verdasco F.,Young D.,33,61,1090,779
Male,Hard,Kohlschreiber P.,Roger-Vasselin E.,24,90,1460,610
Male,Hard,Sock J.,Andujar P.,44,40,896,1001
Male,Hard,Melzer J.,Garcia-Lopez G.,122,36,460,1030
Male,Hard,Gasquet R.,Istomin D.,23,55,1485,825
Male,Hard,Benneteau J.,Lu Y.H.,28,39,1330,1003
Male,Hard,Chardy J.,De Schepper K.,30,105,1205,532
Male,Hard,Cuevas P.,Mayer L.,34,26,1049,1404
Male,Hard,Robredo T.,Pospisil V.,17,54,1970,830
Male,Hard,Goffin D.,Rosol L.,22,29,1566,1245
Male,Hard,Monfils G.,Sousa J.,21,52,1735,832
Male,Hard,Pouille L.,Karlovic I.,176,27,290,1355
Male,Hard,Verdasco F.,Simon G.,33,19,1090,1810
Male,Hard,Anderson K.,Giraldo S.,18,31,1945,1200
Male,Hard,Djokovic N.,Kohlschreiber P.,1,24,11510,1460
Male,Hard,Berdych T.,Mannarino A.,5,73,4485,729
Male,Hard,Raonic M.,Sock J.,10,44,3930,896
Male,Hard,Wawrinka S.,Thiem D.,4,37,5385,1024
Male,Hard,Bautista R.,Gasquet R.,15,23,2065,1485
Male,Hard,Ferrer D.,Goffin D.,6,22,4465,1566
Male,Hard,Murray A.,Benneteau J.,8,28,4295,1330
Male,Hard,Lopez F.,Querrey S.,14,38,2085,1020
Male,Hard,Federer R.,Chardy J.,2,30,9280,1205
Male,Hard,Dimitrov G.,Cuevas P.,11,34,3645,1049
Male,Hard,Pouille L.,Fognini F.,176,20,290,1790
Male,Hard,Tsonga J.W.,Melzer J.,12,122,2660,460
Male,Hard,Nishikori K.,Robredo T.,7,17,4355,1970
Male,Hard,Monfils G.,Isner J.,21,16,1735,1970
Male,Hard,Berdych T.,Lopez F.,5,14,4485,2085
Male,Hard,Anderson K.,Wawrinka S.,18,4,1945,5385
Male,Hard,Ferrer D.,Verdasco F.,6,33,4465,1090
Male,Hard,Murray A.,Dimitrov G.,8,11,4295,3645
Male,Hard,Raonic M.,Bautista R.,10,15,3930,2065
Male,Hard,Nishikori K.,Tsonga J.W.,7,12,4355,2660
Male,Hard,Federer R.,Pouille L.,2,176,9280,290
Male,Hard,Djokovic N.,Monfils G.,1,21,11510,1735
Male,Hard,Berdych T.,Anderson K.,5,18,4485,1945
Male,Hard,Raonic M.,Federer R.,10,2,3930,9280
Male,Hard,Djokovic N.,Murray A.,1,8,11510,4295
Male,Hard,Nishikori K.,Ferrer D.,7,6,4355,4465
Male,Hard,Raonic M.,Berdych T.,10,5,3930,4485
Male,Hard,Djokovic N.,Nishikori K.,1,7,11510,4355
Male,Hard,Djokovic N.,Raonic M.,1,10,11510,3930
Male,Hard,Nishikori K.,Murray A.,5,6,4625,4475
Male,Hard,Federer R.,Raonic M.,2,8,8700,4440
Male,Hard,Wawrinka S.,Berdych T.,4,7,4895,4465
Male,Hard,Djokovic N.,Cilic M.,1,9,10010,4150
Male,Hard,Federer R.,Nishikori K.,2,5,8700,4625
Male,Hard,Murray A.,Raonic M.,6,8,4475,4440
Male,Hard,Berdych T.,Cilic M.,7,9,4465,4150
Male,Hard,Djokovic N.,Wawrinka S.,1,4,10010,4895
Male,Hard,Nishikori K.,Ferrer D.,5,10,4625,4045
Male,Hard,Federer R.,Murray A.,2,6,8700,4475
Male,Hard,Djokovic N.,Berdych T.,1,7,10010,4465
Male,Hard,Wawrinka S.,Cilic M.,4,9,4895,4150
Male,Hard,Djokovic N.,Nishikori K.,1,5,10010,4625
Male,Hard,Federer R.,Wawrinka S.,2,4,8700,4895
Male,Hard,Djokovic N.,Federer R.,1,2,10010,8700
Female,Hard,Muguruza G.,Mchale C.,63,66,933,882
Female,Hard,Meusburger Y.,Barthel M.,49,34,1138,1545
Female,Hard,Pliskova Ka.,Ormaechea P.,71,62,839,954
Female,Hard,Hampton J.,Paszek T.,28,179,1781,355
Female,Hard,Larsson J.,Dominguez Lino L.,84,69,753,842
Female,Hard,Nara K.,Cadantu A.,81,61,778,967
Female,Hard,Williams V.,Hlavackova A.,47,134,1147,470
Female,Hard,Pliskova Kr.,Wickmayer Y.,130,51,487,1127
Female,Hard,Flipkens K.,Puig M.,20,56,2495,1061
Female,Hard,Ishizu S.,Kontaveit A.,204,249,311,240
Female,Hard,Fichman S.,Cirstea S.,116,22,576,2170
Female,Hard,Ivanovic A.,Riske A.,16,57,2850,1060
Female,Hard,Morita A.,Safarova L.,60,29,1022,1775
Female,Hard,Davis L.,Erakovic M.,70,46,841,1150
Female,Hard,Goerges J.,Knapp K.,72,41,836,1237
Female,Hard,Konjuh A.,Vinci R.,259,14,225,3170
Female,Hard,Nara K.,Morita A.,81,60,778,1022
Female,Hard,Flipkens K.,Pliskova Ka.,20,71,2495,839
Female,Hard,Muguruza G.,Fichman S.,63,116,933,576
Female,Hard,Hampton J.,Pliskova Kr.,28,130,1781,487
Female,Hard,Williams V.,Meusburger Y.,47,49,1147,1138
Female,Hard,Ishizu S.,Goerges J.,204,72,311,836
Female,Hard,Ivanovic A.,Larsson J.,16,84,2850,753
Female,Hard,Davis L.,Konjuh A.,70,259,841,225
Female,Hard,Flipkens K.,Ishizu S.,20,204,2495,311
Female,Hard,Ivanovic A.,Nara K.,16,81,2850,778
Female,Hard,Hampton J.,Davis L.,28,70,1781,841
Female,Hard,Williams V.,Muguruza G.,47,63,1147,933
Female,Hard,Ivanovic A.,Flipkens K.,16,20,2850,2495
Female,Hard,Williams V.,Hampton J.,47,28,1147,1781
Female,Hard,Ivanovic A.,Williams V.,16,47,2850,1147
Female,Hard,Date Krumm K.,Rogowska O.,75,175,806,359
Female,Hard,Svitolina E.,Lepchenko V.,45,54,1160,1087
Female,Hard,Lisicki S.,Rybarikova M.,15,37,2920,1450
Female,Hard,Voegele S.,Keys M.,50,38,1130,1380
Female,Hard,Petkovic A.,Mattek-Sands B.,43,48,1217,1144
Female,Hard,Kanepi K.,Panova A.,30,135,1768,469
Female,Hard,Cibulkova D.,Watson H.,23,121,2076,530
Female,Hard,Jankovic J.,Schiavone F.,8,39,4170,1250
Female,Hard,Suarez Navarro C.,Hsieh S.W.,17,86,2735,750
Female,Hard,Dellacqua C.,Voskoboeva G.,142,67,448,877
Female,Hard,Barty A.,Hantuchova D.,190,33,333,1575
Female,Hard,Pavlyuchenkova A.,Kudryavtseva A.,26,170,1965,376
Female,Hard,Sharapova M.,Garcia C.,4,74,5891,811
Female,Hard,Kerber A.,Mladenovic K.,9,55,3965,1075
Female,Hard,Cibulkova D.,Date Krumm K.,23,75,2076,806
Female,Hard,Jankovic J.,Svitolina E.,8,45,4170,1160
Female,Hard,Williams S.,Petkovic A.,1,43,13260,1217
Female,Hard,Kanepi K.,Suarez Navarro C.,30,17,1768,2735
Female,Hard,Sharapova M.,Barty A.,4,190,5891,333
Female,Hard,Voegele S.,Lisicki S.,50,15,1130,2920
Female,Hard,Kerber A.,Pavlyuchenkova A.,9,26,3965,1965
Female,Hard,Azarenka V.,Dellacqua C.,2,142,8046,448
Female,Hard,Sharapova M.,Kanepi K.,4,30,5891,1768
Female,Hard,Williams S.,Cibulkova D.,1,23,13260,2076
Female,Hard,Jankovic J.,Kerber A.,8,9,4170,3965
Female,Hard,Azarenka V.,Voegele S.,2,50,8046,1130
Female,Hard,Azarenka V.,Jankovic J.,2,8,8046,4170
Female,Hard,Williams S.,Sharapova M.,1,4,13260,5891
Female,Hard,Williams S.,Azarenka V.,1,2,13260,8046
Female,Hard,Soler Espinosa S.,Tsurenko L.,82,68,773,872
Female,Hard,Peng S.,Liu F.,42,314,1228,158
Female,Hard,King V.,Martic P.,85,107,751,608
Female,Hard,Beck A.,Tomljanovic A.,58,73,1046,830
Female,Hard,Zakopalova K.,Vekic D.,35,96,1535,696
Female,Hard,Mayr P.,Ozaki R.,92,193,714,326
Female,Hard,Zheng J.,Peer S.,53,77,1103,801
Female,Hard,Zahlavova Strycova B.,Govortsova O.,94,93,704,710
Female,Hard,Cepelova J.,Kichenok L.,76,198,801,319
Female,Hard,Errani S.,Zheng S.,7,145,4435,435
Female,Hard,Golubic V.,Wozniak A.,196,288,321,183
Female,Hard,Friedsam A.L.,Jovanovski B.,122,36,526,1485
Female,Hard,Chan Y.J.,Zhang S.,257,52,229,1113
Female,Hard,Kichenok N.,Babos T.,101,88,643,735
Female,Hard,Niculescu M.,Schmiedlova A.,59,83,1035,764
Female,Hard,Li N.,Zvonareva V.,3,964,6045,12
Female,Hard,Peng S.,Soler Espinosa S.,42,82,1228,773
Female,Hard,Beck A.,Golubic V.,58,196,1046,321
Female,Hard,Mayr P.,Zakopalova K.,92,35,714,1535
Female,Hard,Niculescu M.,Chan Y.J.,59,257,1035,229
Female,Hard,Cepelova J.,Friedsam A.L.,76,122,801,526
Female,Hard,Li N.,Kichenok N.,3,101,6045,643
Female,Hard,King V.,Errani S.,85,7,751,4435
Female,Hard,Zahlavova Strycova B.,Zheng J.,94,53,704,1103
Female,Hard,Peng S.,Cepelova J.,42,76,1228,801
Female,Hard,Li N.,Niculescu M.,3,59,6045,1035
Female,Hard,King V.,Zahlavova Strycova B.,85,94,751,704
Female,Hard,Beck A.,Mayr P.,58,92,1046,714
Female,Hard,Peng S.,King V.,42,85,1228,751
Female,Hard,Li N.,Beck A.,3,58,6045,1046
Female,Hard,Li N.,Peng S.,3,42,6045,1228
Female,Hard,Barthel M.,Svitolina E.,35,45,1445,1185
Female,Hard,Dellacqua C.,Van Uytvanck A.,125,112,503,594
Female,Hard,Zhang S.,Zheng J.,51,49,1113,1132
Female,Hard,Cabeza-Candela E.,Knapp K.,114,42,578,1230
Female,Hard,Muguruza G.,Mestach A.S.,58,142,992,446
Female,Hard,Riske A.,Pavlyuchenkova A.,55,30,1060,1715
Female,Hard,Jovanovski B.,Beck A.,34,53,1445,1086
Female,Hard,Mladenovic K.,Soler Espinosa S.,54,79,1075,787
Female,Hard,Stosur S.,Brengle M.,17,147,2675,424
Female,Hard,Wickmayer Y.,Robson L.,61,46,957,1183
Female,Hard,Rogowska O.,Cadantu A.,176,59,359,967
Female,Hard,Flipkens K.,Erakovic M.,19,50,2535,1132
Female,Hard,Zakopalova K.,Meusburger Y.,37,47,1365,1158
Female,Hard,Niculescu M.,Rybarikova M.,60,33,965,1450
Female,Hard,Sanders S.,Peng S.,234,39,258,1278
Female,Hard,Vesnina E.,Puig M.,24,57,1995,995
Female,Hard,Riske A.,Dellacqua C.,55,125,1060,503
Female,Hard,Jovanovski B.,Rogowska O.,34,176,1445,359
Female,Hard,Cabeza-Candela E.,Vesnina E.,114,24,578,1995
Female,Hard,Zakopalova K.,Zhang S.,37,51,1365,1113
Female,Hard,Stosur S.,Mladenovic K.,17,54,2675,1075
Female,Hard,Flipkens K.,Sanders S.,19,234,2535,258
Female,Hard,Niculescu M.,Barthel M.,60,35,965,1445
Female,Hard,Muguruza G.,Wickmayer Y.,58,61,992,957
Female,Hard,Zakopalova K.,Riske A.,37,55,1365,1060
Female,Hard,Stosur S.,Jovanovski B.,17,34,2675,1445
Female,Hard,Cabeza-Candela E.,Niculescu M.,114,60,578,965
Female,Hard,Muguruza G.,Flipkens K.,58,19,992,2535
Female,Hard,Zakopalova K.,Stosur S.,37,17,1365,2675
Female,Hard,Muguruza G.,Cabeza-Candela E.,58,114,992,578
Female,Hard,Muguruza G.,Zakopalova K.,58,37,992,1365
Female,Hard,Keys M.,Halep S.,36,11,1380,3335
Female,Hard,Errani S.,Vinci R.,7,12,4435,3170
Female,Hard,Tomljanovic A.,Hantuchova D.,75,32,830,1475
Female,Hard,Safarova L.,Schiavone F.,27,41,1775,1250
Female,Hard,Mattek-Sands B.,Bouchard E.,48,31,1133,1629
Female,Hard,Pironkova T.,Cirstea S.,107,22,611,2170
Female,Hard,Kerber A.,Cibulkova D.,9,21,3965,2175
Female,Hard,Lepchenko V.,Kuznetsova S.,52,20,1087,2341
Female,Hard,Kanepi K.,Duval V.,25,165,1868,389
Female,Hard,Davis L.,Gajdosova J.,67,265,871,210
Female,Hard,Suarez Navarro C.,Ormaechea P.,16,62,2735,954
Female,Hard,Makarova E.,Jankovic J.,23,8,2066,4230
Female,Hard,Mchale C.,Cornet A.,65,26,882,1840
Female,Hard,Wozniacki C.,Goerges J.,10,73,3520,836
Female,Hard,Kerber A.,Kanepi K.,9,25,3965,1868
Female,Hard,Mattek-Sands B.,Radwanska A.,48,5,1133,5820
Female,Hard,Keys M.,Tomljanovic A.,36,75,1380,830
Female,Hard,Kvitova P.,Mchale C.,6,65,4775,882
Female,Hard,Suarez Navarro C.,Makarova E.,16,23,2735,2066
Female,Hard,Pironkova T.,Lepchenko V.,107,52,611,1087
Female,Hard,Safarova L.,Wozniacki C.,27,10,1775,3520
Female,Hard,Errani S.,Davis L.,7,67,4435,871
Female,Hard,Kvitova P.,Safarova L.,6,27,4775,1775
Female,Hard,Pironkova T.,Errani S.,107,7,611,4435
Female,Hard,Keys M.,Mattek-Sands B.,36,48,1380,1133
Female,Hard,Kerber A.,Suarez Navarro C.,9,16,3965,2735
Female,Hard,Pironkova T.,Kvitova P.,107,6,611,4775
Female,Hard,Kerber A.,Keys M.,9,36,3965,1380
Female,Hard,Pironkova T.,Kerber A.,107,9,611,3965
Female,Hard,Bencic B.,Date Krumm K.,187,80,339,772
Female,Hard,Kudryavtseva A.,Garcia C.,162,76,399,806
Female,Hard,Kerber A.,Gajdosova J.,9,329,4070,141
Female,Hard,Pliskova Ka.,Parmentier P.,70,238,849,255
Female,Hard,Hantuchova D.,Watson H.,33,121,1475,525
Female,Hard,Makarova E.,Williams V.,22,37,2061,1327
Female,Hard,Falconi I.,Medina Garrigues A.,142,101,446,665
Female,Hard,Puig M.,Tatishvili A.,58,126,995,499
Female,Hard,Flipkens K.,Robson L.,19,48,2465,1183
Female,Hard,Dellacqua C.,Zvonareva V.,120,N/A,532,N/A
Female,Hard,Li N.,Konjuh A.,4,241,5970,255
Female,Hard,Razzano V.,Van Uytvanck A.,100,110,666,608
Female,Hard,Pennetta F.,Cadantu A.,29,60,1735,967
Female,Hard,Hradecka L.,Vekic D.,146,94,431,696
Female,Hard,Ivanovic A.,Bertens K.,14,93,3010,697
Female,Hard,Bouchard E.,Tang H.C.,31,487,1629,72
Female,Hard,Keys M.,Mayr P.,36,85,1425,764
Female,Hard,Beck A.,Martic P.,54,109,1086,608
Female,Hard,Stosur S.,Zakopalova K.,17,32,2675,1515
Female,Hard,Goerges J.,Errani S.,73,7,836,4435
Female,Hard,Safarova L.,Glushko J.,26,90,1775,721
Female,Hard,Barthel M.,Zhang S.,39,51,1275,1135
Female,Hard,Dolonc V.,Arruabarrena-Vecino L.,104,102,627,635
Female,Hard,Zheng J.,Vinci R.,56,12,1073,3170
Female,Hard,Niculescu M.,Peer S.,64,75,955,818
Female,Hard,Kumkhum L.,Kvitova P.,88,6,732,4835
Female,Hard,Riske A.,Vesnina E.,53,28,1110,1745
Female,Hard,Lisicki S.,Lucic M.,15,111,2915,607
Female,Hard,Wickmayer Y.,Pfizenmaier D.,63,92,957,698
Female,Hard,Pironkova T.,Soler Espinosa S.,57,78,1036,787
Female,Hard,Davis L.,Vickery S.,68,190,865,331
Female,Hard,Williams S.,Barty A.,1,155,13260,412
Female,Hard,Cornet A.,Hercog P.,25,66,1840,902
Female,Hard,Wozniacki C.,Dominguez Lino L.,10,72,3520,842
Female,Hard,Zahlavova Strycova B.,Hsieh S.W.,84,86,764,738
Female,Hard,Azarenka V.,Larsson J.,2,91,8151,706
Female,Hard,Mchale C.,Chan Y.J.,62,232,961,258
Female,Hard,Halep S.,Piter K.,11,119,3335,551
Female,Hard,Suarez Navarro C.,King V.,16,71,2775,842
Female,Hard,Voskoboeva G.,Begu I.,77,127,798,498
Female,Hard,Cibulkova D.,Schiavone F.,24,42,1856,1250
Female,Hard,Giorgi C.,Sanders S.,99,219,670,280
Female,Hard,Diyas Z.,Siniakova K.,152,173,414,370
Female,Hard,Voegele S.,Mladenovic K.,46,55,1190,1075
Female,Hard,Lepchenko V.,Tsurenko L.,50,96,1141,685
Female,Hard,Nara K.,Peng S.,74,43,832,1249
Female,Hard,Pavlyuchenkova A.,Pereira T.,30,97,1715,682
Female,Hard,Minella M.,Witthoeft C.,107,207,621,296
Female,Hard,Jankovic J.,Doi M.,8,89,4230,724
Female,Hard,Radwanska A.,Putintseva Y.,5,112,5470,600
Female,Hard,Govortsova O.,Duan Y.Y.,98,193,681,326
Female,Hard,Muguruza G.,Kanepi K.,38,23,1280,1922
Female,Hard,Schmiedlova A.,Babos T.,81,87,768,735
Female,Hard,Rogowska O.,Duque Marino M.,169,105,381,626
Female,Hard,Morita A.,Kichenok N.,61,106,962,623
Female,Hard,Tomljanovic A.,Majeric T.,67,117,871,554
Female,Hard,Erakovic M.,Cirstea S.,52,21,1121,2170
Female,Hard,Knapp K.,Ormaechea P.,44,59,1230,978
Female,Hard,Rybarikova M.,Petkovic A.,35,40,1450,1271
Female,Hard,Stephens S.,Shvedova Y.,13,82,3075,766
Female,Hard,Jovanovski B.,Cepelova J.,34,69,1475,849
Female,Hard,Svitolina E.,Kuznetsova S.,47,20,1185,2202
Female,Hard,Meusburger Y.,Scheepers C.,49,79,1158,780
Female,Hard,Sharapova M.,Mattek-Sands B.,3,41,6076,1257
Female,Hard,Barthel M.,Kumkhum L.,39,88,1275,732
Female,Hard,Safarova L.,Hradecka L.,26,146,1775,431
Female,Hard,Li N.,Bencic B.,4,187,5970,339
Female,Hard,Makarova E.,Falconi I.,22,142,2061,446
Female,Hard,Niculescu M.,Lisicki S.,64,15,955,2915
Female,Hard,Williams S.,Dolonc V.,1,104,13260,627
Female,Hard,Pennetta F.,Puig M.,29,58,1735,995
Female,Hard,Hantuchova D.,Pliskova Ka.,33,70,1475,849
Female,Hard,Kerber A.,Kudryavtseva A.,9,162,4070,399
Female,Hard,Dellacqua C.,Flipkens K.,120,19,532,2465
Female,Hard,Riske A.,Wickmayer Y.,53,63,1110,957
Female,Hard,Zheng J.,Keys M.,56,36,1073,1425
Female,Hard,Bouchard E.,Razzano V.,31,100,1629,666
Female,Hard,Stosur S.,Pironkova T.,17,57,2675,1036
Female,Hard,Davis L.,Goerges J.,68,73,865,836
Female,Hard,Ivanovic A.,Beck A.,14,54,3010,1086
Female,Hard,Diyas Z.,Erakovic M.,152,52,414,1121
Female,Hard,Sharapova M.,Knapp K.,3,44,6076,1230
Female,Hard,Cornet A.,Giorgi C.,25,99,1840,670
Female,Hard,Pavlyuchenkova A.,Minella M.,30,107,1715,621
Female,Hard,Svitolina E.,Rogowska O.,47,169,1185,381
Female,Hard,Suarez Navarro C.,Voskoboeva G.,16,77,2775,798
Female,Hard,Halep S.,Lepchenko V.,11,50,3335,1141
Female,Hard,Cibulkova D.,Voegele S.,24,46,1856,1190
Female,Hard,Muguruza G.,Schmiedlova A.,38,81,1280,768
Female,Hard,Wozniacki C.,Mchale C.,10,62,3520,961
Female,Hard,Radwanska A.,Govortsova O.,5,98,5470,681
Female,Hard,Stephens S.,Tomljanovic A.,13,67,3075,871
Female,Hard,Azarenka V.,Zahlavova Strycova B.,2,84,8151,764
Female,Hard,Jankovic J.,Morita A.,8,61,4230,962
Female,Hard,Nara K.,Rybarikova M.,74,35,832,1450
Female,Hard,Meusburger Y.,Jovanovski B.,49,34,1158,1475
Female,Hard,Kerber A.,Riske A.,9,53,4070,1110
Female,Hard,Pennetta F.,Barthel M.,29,39,1735,1275
Female,Hard,Williams S.,Hantuchova D.,1,33,13260,1475
Female,Hard,Li N.,Safarova L.,4,26,5970,1775
Female,Hard,Makarova E.,Niculescu M.,22,64,2061,955
Female,Hard,Bouchard E.,Davis L.,31,68,1629,865
Female,Hard,Dellacqua C.,Zheng J.,120,56,532,1073
Female,Hard,Ivanovic A.,Stosur S.,14,17,3010,2675
Female,Hard,Sharapova M.,Cornet A.,3,25,6076,1840
Female,Hard,Halep S.,Diyas Z.,11,152,3335,414
Female,Hard,Jankovic J.,Nara K.,8,74,4230,832
Female,Hard,Cibulkova D.,Suarez Navarro C.,24,16,1856,2775
Female,Hard,Stephens S.,Svitolina E.,13,47,3075,1185
Female,Hard,Radwanska A.,Pavlyuchenkova A.,5,30,5470,1715
Female,Hard,Muguruza G.,Wozniacki C.,38,10,1280,3520
Female,Hard,Azarenka V.,Meusburger Y.,2,49,8151,1158
Female,Hard,Pennetta F.,Kerber A.,29,9,1735,4070
Female,Hard,Li N.,Makarova E.,4,22,5970,2061
Female,Hard,Ivanovic A.,Williams S.,14,1,3010,13260
Female,Hard,Bouchard E.,Dellacqua C.,31,120,1629,532
Female,Hard,Cibulkova D.,Sharapova M.,24,3,1856,6076
Female,Hard,Halep S.,Jankovic J.,11,8,3335,4230
Female,Hard,Azarenka V.,Stephens S.,2,13,8151,3075
Female,Hard,Radwanska A.,Muguruza G.,5,38,5470,1280
Female,Hard,Li N.,Pennetta F.,4,29,5970,1735
Female,Hard,Bouchard E.,Ivanovic A.,31,14,1629,3010
Female,Hard,Cibulkova D.,Halep S.,24,11,1856,3335
Female,Hard,Radwanska A.,Azarenka V.,5,2,5470,8151
Female,Hard,Li N.,Bouchard E.,4,31,5970,1629
Female,Hard,Cibulkova D.,Radwanska A.,24,5,1856,5470
Female,Hard,Li N.,Cibulkova D.,4,24,5970,1856
Female,Hard,Zakopalova K.,Garcia C.,34,76,1425,811
Female,Hard,Pavlyuchenkova A.,Schiavone F.,26,43,1840,1255
Female,Hard,Hantuchova D.,Erakovic M.,31,48,1600,1186
Female,Hard,Meusburger Y.,Friedsam A.L.,40,115,1270,560
Female,Hard,Cornet A.,Rybarikova M.,25,32,1870,1515
Female,Hard,Knapp K.,Arruabarrena L.,45,99,1240,640
Female,Hard,Petkovic A.,Jovanovski B.,39,41,1280,1265
Female,Hard,Suarez Navarro C.,Larsson J.,16,87,2745,711
Female,Hard,Svitolina E.,Vinci R.,38,14,1310,3020
Female,Hard,Flipkens K.,Barthel M.,21,36,2255,1400
Female,Hard,Voskoboeva G.,Voegele S.,71,44,863,1255
Female,Hard,Mladenovic K.,Halep S.,62,10,985,3760
Female,Hard,Sharapova M.,Hantuchova D.,5,31,5416,1600
Female,Hard,Pavlyuchenkova A.,Suarez Navarro C.,26,16,1840,2745
Female,Hard,Kerber A.,Zakopalova K.,9,34,4030,1425
Female,Hard,Svitolina E.,Voskoboeva G.,38,71,1310,863
Female,Hard,Flipkens K.,Meusburger Y.,21,40,2255,1270
Female,Hard,Petkovic A.,Mladenovic K.,39,62,1280,985
Female,Hard,Errani S.,Knapp K.,7,45,4440,1240
Female,Hard,Cornet A.,Zahlavova Strycova B.,25,74,1870,834
Female,Hard,Pavlyuchenkova A.,Kerber A.,26,9,1840,4030
Female,Hard,Sharapova M.,Flipkens K.,5,21,5416,2255
Female,Hard,Cornet A.,Petkovic A.,25,39,1870,1280
Female,Hard,Errani S.,Svitolina E.,7,38,4440,1310
Female,Hard,Pavlyuchenkova A.,Sharapova M.,26,5,1840,5416
Female,Hard,Errani S.,Cornet A.,7,25,4440,1870
Female,Hard,Pavlyuchenkova A.,Errani S.,26,7,1840,4440
Female,Hard,Peng S.,Mayr P.,50,81,1159,760
Female,Hard,Lisicki S.,Vekic D.,15,109,2980,606
Female,Hard,Riske A.,Medina Garrigues A.,47,93,1190,670
Female,Hard,Hlavackova A.,Cabeza-Candela E.,126,95,487,656
Female,Hard,Kuznetsova S.,Zhang S.,29,51,1712,1121
Female,Hard,Pliskova Ka.,Mattek-Sands B.,66,42,914,1265
Female,Hard,Lertpitaksinchai N.,Krunic A.,347,153,123,422
Female,Hard,Goerges J.,Kumkhum L.,102,98,626,642
Female,Hard,Dulgheru A.,Putintseva Y.,157,122,412,510
Female,Hard,Vesnina E.,King V.,33,72,1475,847
Female,Hard,Zvonareva V.,Plipuech P.,992,66,11,914
Female,Hard,Makarova E.,Savchuk O.,28,180,1801,335
Female,Hard,Kudryavtseva A.,Tomljanovic A.,123,68,503,906
Female,Hard,Date Krumm K.,Muguruza G.,60,35,990,1420
Female,Hard,Cirstea S.,Schmiedlova A.,23,75,2020,822
Female,Hard,Majeric T.,Hsieh S.W.,125,97,490,648
Female,Hard,Goerges J.,Kuznetsova S.,102,29,626,1712
Female,Hard,Hlavackova A.,Lisicki S.,126,15,487,2980
Female,Hard,Makarova E.,Zvonareva V.,28,992,1801,11
Female,Hard,Pliskova Ka.,Kudryavtseva A.,66,123,914,503
Female,Hard,Cirstea S.,Riske A.,23,47,2020,1190
Female,Hard,Date Krumm K.,Majeric T.,60,125,990,490
Female,Hard,Vesnina E.,Lertpitaksinchai N.,33,347,1475,123
Female,Hard,Peng S.,Dulgheru A.,50,157,1159,412
Female,Hard,Pliskova Ka.,Cirstea S.,66,23,914,2020
Female,Hard,Hlavackova A.,Peng S.,126,50,487,1159
Female,Hard,Goerges J.,Vesnina E.,102,33,626,1475
Female,Hard,Makarova E.,Date Krumm K.,28,60,1801,990
Female,Hard,Pliskova Ka.,Goerges J.,66,102,914,626
Female,Hard,Makarova E.,Hlavackova A.,28,126,1801,487
Female,Hard,Makarova E.,Pliskova Ka.,28,66,1801,914
Female,Hard,Beck A.,Barthel M.,197,63,255,931
Female,Hard,Peng S.,Petrova N.,44,100,1218,635
Female,Hard,Hsieh S.W.,Pennetta F.,99,22,648,2165
Female,Hard,Williams V.,Martic P.,48,104,1177,613
Female,Hard,Pironkova T.,Vinci R.,52,14,1101,3020
Female,Hard,Cetkovska P.,Stephens S.,134,18,469,2415
Female,Hard,Kanepi K.,Lepchenko V.,27,51,1932,1111
Female,Hard,Pavlyuchenkova A.,Majeric T.,21,121,2240,506
Female,Hard,Zhang S.,Zanevska M.,49,120,1121,524
Female,Hard,Cepelova J.,Mladenovic K.,82,71,759,840
Female,Hard,Rybarikova M.,Schiavone F.,32,43,1495,1255
Female,Hard,Pliskova Ka.,Buyukakcay C.,53,172,1082,361
Female,Hard,Cirstea S.,Kudryavtseva A.,26,125,1950,497
Female,Hard,Lucic M.,Meusburger Y.,110,38,577,1307
Female,Hard,Voegele S.,Cornet A.,47,25,1195,1985
Female,Hard,Niculescu M.,Al Nabhani F.,54,458,1080,78
Female,Hard,Knapp K.,Garcia C.,40,76,1294,800
Female,Hard,Safarova L.,Flipkens K.,28,20,1785,2295
Female,Hard,Zakopalova K.,Svitolina E.,34,39,1420,1300
Female,Hard,Kleybanova A.,Cibulkova D.,180,13,338,3056
Female,Hard,Wickmayer Y.,Petkovic A.,72,36,837,1360
Female,Hard,Ivanovic A.,Hantuchova D.,12,30,3160,1625
Female,Hard,Mattek-Sands B.,Bouchard E.,42,19,1256,2369
Female,Hard,Stosur S.,Erakovic M.,16,50,2705,1117
Female,Hard,Beck A.,Pironkova T.,197,52,255,1101
Female,Hard,Errani S.,Hsieh S.W.,7,99,4425,648
Female,Hard,Kleybanova A.,Voegele S.,180,47,338,1195
Female,Hard,Li N.,Rybarikova M.,3,32,6570,1495
Female,Hard,Lucic M.,Pavlyuchenkova A.,110,21,577,2240
Female,Hard,Kerber A.,Pliskova Ka.,9,53,4030,1082
Female,Hard,Zakopalova K.,Ivanovic A.,34,12,1420,3160
Female,Hard,Safarova L.,Peng S.,28,44,1785,1218
Female,Hard,Niculescu M.,Mattek-Sands B.,54,42,1080,1256
Female,Hard,Kvitova P.,Williams V.,6,48,4745,1177
Female,Hard,Jankovic J.,Knapp K.,8,40,4310,1294
Female,Hard,Cepelova J.,Stosur S.,82,16,759,2705
